labels,timestamp,value
{destination_name=teastore_webui},1712496291,933.3333333333345
{destination_name=teastore_webui},1712496296,933.3333333333345
{destination_name=teastore_webui},1712496301,314.47368421052613
{destination_name=teastore_webui},1712496306,314.47368421052613
{destination_name=teastore_webui},1712496311,250.7352941176464
{destination_name=teastore_webui},1712496316,250.7352941176464
{destination_name=teastore_webui},1712496321,233.44594594594594
{destination_name=teastore_webui},1712496326,233.44594594594594
{destination_name=teastore_webui},1712496331,213.73786407766985
{destination_name=teastore_webui},1712496336,213.73786407766985
{destination_name=teastore_webui},1712496341,198.81249999999994
{destination_name=teastore_webui},1712496346,198.81249999999994
{destination_name=teastore_webui},1712496351,104.63235294117663
{destination_name=teastore_webui},1712496356,104.63235294117663
{destination_name=teastore_webui},1712496361,98.75628140703516
{destination_name=teastore_webui},1712496366,98.75628140703516
{destination_name=teastore_webui},1712496371,99.22368421052632
{destination_name=teastore_webui},1712496376,99.22368421052632
{destination_name=teastore_webui},1712496381,94.05759162303666
{destination_name=teastore_webui},1712496386,94.05759162303666
{destination_name=teastore_webui},1712496391,99.43548387096776
{destination_name=teastore_webui},1712496396,99.43548387096776
{destination_name=teastore_webui},1712496401,96.80628272251309
{destination_name=teastore_webui},1712496406,96.80628272251309
{destination_name=teastore_webui},1712496411,93.94329896907215
{destination_name=teastore_webui},1712496416,93.94329896907215
{destination_name=teastore_webui},1712496421,93.54060913705584
{destination_name=teastore_webui},1712496426,93.54060913705584
{destination_name=teastore_webui},1712496431,161.20535714285694
{destination_name=teastore_webui},1712496436,161.20535714285694
{destination_name=teastore_webui},1712496441,116.77631578947359
{destination_name=teastore_webui},1712496446,116.77631578947359
{destination_name=teastore_webui},1712496451,175.9230769230769
{destination_name=teastore_webui},1712496456,175.9230769230769
{destination_name=teastore_webui},1712496461,123.62500000000006
{destination_name=teastore_webui},1712496466,123.62500000000006
{destination_name=teastore_webui},1712496471,96.85526315789475
{destination_name=teastore_webui},1712496476,96.85526315789475
{destination_name=teastore_webui},1712496481,98.29608938547486
{destination_name=teastore_webui},1712496486,98.29608938547486
{destination_name=teastore_webui},1712496491,99.89071038251365
{destination_name=teastore_webui},1712496496,99.89071038251365
{destination_name=teastore_webui},1712496501,151.91176470588235
