labels,timestamp,value
{},1713195937,14.499999999999961
{},1713195942,11.159090909090935
{},1713195947,11.159090909090935
{},1713195952,9.908163265306124
{},1713195957,9.904255319148938
{},1713195962,12.989390624999984
{},1713195967,14.041473958333372
{},1713195972,12.170983701086394
{},1713195977,5530.964610383397
{},1713195982,5895.750047999769
{},1713195987,2482.8321307713322
{},1713195992,2889.14669796715
{},1713195997,2644.19182908011
{},1713196002,3096.366354887134
{},1713196007,2465.830774611217
{},1713196012,2383.682751921812
{},1713196017,2133.163071183937
{},1713196022,2143.269846295645
{},1713196027,1421.1984993171639
{},1713196032,1090.7218755364067
{},1713196037,990.4636896414827
{},1713196042,904.5966428571458
{},1713196047,829.8512929696094
{},1713196052,800.0246918254445
{},1713196057,787.5072952297033
{},1713196062,695.6009523809466
{},1713196067,613.0812753644667
{},1713196072,546.5073529411765
{},1713196077,491.47247810280555
{},1713196082,488.77118644067707
{},1713196087,450.4098360655728
{},1713196092,449.2827868852454
{},1713196097,404.9788135593205
{},1713196102,403.707627118644
{},1713196107,387.5946969696965
{},1713196112,387.21590909091026
{},1713196117,386.380597014926
{},1713196122,386.287313432834
{},1713196127,383.3928571428566
{},1713196132,382.58928571428635
{},1713196137,374.91134751773006
{},1713196142,374.46808510638294
{},1713196147,378.191489361701
{},1713196152,378.01432623546145
{},1713196157,360.1267088556948
{},1713196162,358.93987341772015
{},1713196167,304.80769230769016
{},1713196172,302.43589743589666
{},1713196177,245.09090909090932
{},1713196182,244.36363636363654
{},1713196187,227.34374999999983
{},1713196192,226.66666666666663
{},1713196197,216.63445378151238
{},1713196202,216.26888739415114
{},1713196207,207.51642763078965
{},1713196212,207.18338815789468
{},1713196217,202.96526867627756
{},1713196222,202.6310615989513
{},1713196227,196.81725543478217
{},1713196232,196.7968749999995
{},1713196237,185.46052631578948
{},1713196242,185.2236842105263
{},1713196247,172.23443223443206
{},1713196252,171.76741391882786
{},1713196257,159.15647215982204
{},1713196262,158.738864142539
{},1713196267,145.4529616724743
{},1713196272,145.3222996515685
{},1713196277,139.12765957446803
{},1713196282,138.69680851063765
{},1713196287,133.5318791946309
{},1713196292,133.51510067114089
{},1713196297,129.7774725274728
{},1713196302,129.5961406588127
{},1713196307,129.38321052578956
{},1713196312,129.4078947368431
{},1713196317,119.62147887323971
{},1713196322,119.44542253521078
{},1713196327,122.77096774193603
{},1713196332,123.19677419354878
{},1713196337,127.92882186682007
{},1713196342,128.11941938619984
{},1713196347,139.98216833095591
{},1713196352,140.47432239657638
{},1713196357,148.8664596273295
{},1713196362,149.29736024844726
{},1713196367,165.97902097902107
{},1713196372,166.72639860139935
{},1713196377,169.39774696707093
{},1713196382,169.38474870017274
{},1713196387,163.5555603478039
{},1713196392,162.90498890071333
{},1713196397,138.38983050847432
{},1713196402,137.74367796338996
{},1713196407,120.7972244873464
{},1713196412,120.11798469387614
{},1713196417,103.01948051948062
{},1713196422,102.24837662337606
{},1713196427,97.10470085470092
{},1713196432,97.01495726495727
{},1713196437,96.55217391304345
{},1713196442,96.57608695652188
{},1713196447,96.85017271157153
{},1713196452,96.83073575074272
{},1713196457,96.59973964442943
{},1713196462,96.56593406593407
{},1713196467,96.62190963341827
{},1713196472,96.60196245733772
{},1713196477,96.93849206349182
{},1713196482,96.87103174603175
{},1713196487,95.84709260588664
{},1713196492,95.8255563531945
{},1713196497,95.76047687861274
{},1713196502,95.7532514450867
{},1713196507,96.42910727681921
{},1713196512,96.46099024756178
{},1713196517,98.10987573577492
{},1713196522,98.17691301504232
{},1713196527,99.68522200132529
{},1713196532,99.94864148442686
{},1713196537,98.9855942376951
{},1713196542,98.93157262905171
{},1713196547,98.70519713261646
{},1713196552,98.69922341696531
{},1713196557,98.22470238095241
{},1713196562,98.1994047619047
{},1713196567,96.61394448030975
{},1713196572,96.60426081342794
{},1713196577,94.288989462407
{},1713196582,94.07553083146871
{},1713196587,96.72372611464954
{},1713196592,96.80135350318443
{},1713196597,96.3974719101125
{},1713196602,96.3465589887642
{},1713196607,94.68918918918916
{},1713196612,94.66554054054052
{},1713196617,94.1577253218885
{},1713196622,94.12374821173113
{},1713196627,95.37966332079372
{},1713196632,95.32743056130985
{},1713196637,92.61888814467491
{},1713196642,92.55023442732741
{},1713196647,92.40156017830586
{},1713196652,92.45913818722107
