labels,timestamp,value
{},1712850200,4.36
{},1712850205,4.76
{},1712850210,4.76
{},1712850215,5.140000000000001
{},1712850220,5.140000000000001
{},1712850225,5.2
{},1712850230,5.3155383333333335
{},1712850235,5.344705
{},1712850240,5.850951666666666
{},1712850245,5.981435226541964
{},1712850250,6.447590504319741
{},1712850255,6.612940277777779
{},1712850260,9.974213666666667
{},1712850265,10.517824777777781
{},1712850270,17.997417416666668
{},1712850275,19.27575075
{},1712850280,27.856145333333338
{},1712850285,29.997759333333338
{},1712850290,36.969245
{},1712850295,39.8321753376536
{},1712850300,50.54164800432025
{},1712850305,54.59564133333333
{},1712850310,68.45553966666667
{},1712850315,71.28
{},1712850320,81.94
{},1712850325,81.94
{},1712850330,86.38000000000001
{},1712850335,86.38000000000001
{},1712850340,93.92000000000002
{},1712850345,93.92000000000002
{},1712850350,93.17999999999999
{},1712850355,93.17999999999999
{},1712850360,90.2
{},1712850365,90.2
{},1712850370,95.76000000000002
{},1712850375,95.76000000000002
{},1712850380,106.26
{},1712850385,106.26
{},1712850390,117.46
{},1712850395,117.46
{},1712850400,133.60000000000002
{},1712850405,133.60000000000002
{},1712850410,146.50000000000003
{},1712850415,146.50000000000003
{},1712850420,149.48
{},1712850425,149.48
{},1712850430,143.72
{},1712850435,143.72
{},1712850440,145.76000000000005
{},1712850445,145.76000000000005
{},1712850450,150.26
{},1712850455,150.26
{},1712850460,158.48
{},1712850465,158.48
{},1712850470,163.94
{},1712850475,163.94
{},1712850480,177.97999999999996
{},1712850485,177.97999999999996
{},1712850490,181.26
{},1712850495,181.26
{},1712850500,183.3
{},1712850505,183.3
{},1712850510,178.57999999999998
{},1712850515,178.57999999999998
{},1712850520,183.5
{},1712850525,183.5
{},1712850530,186.76
{},1712850535,186.76
{},1712850540,187.96
{},1712850545,187.96
{},1712850550,189.26
{},1712850555,189.26
{},1712850560,192.72
{},1712850565,192.72
{},1712850570,188.1
{},1712850575,188.1
{},1712850580,188.80000000000004
{},1712850585,188.80000000000004
{},1712850590,193.77999999999997
{},1712850595,193.77999999999997
{},1712850600,196.22
{},1712850605,196.22
{},1712850610,195.53999999999996
{},1712850615,195.53999999999996
{},1712850620,201.52
{},1712850625,201.52
{},1712850630,205.04
{},1712850635,205.04
{},1712850640,205.4
{},1712850645,205.4
{},1712850650,204.21999999999997
{},1712850655,204.21999999999997
{},1712850660,207.48000000000002
{},1712850665,207.48000000000002
{},1712850670,208.5
{},1712850675,208.5
{},1712850680,204.22000000000003
{},1712850685,204.22000000000003
{},1712850690,201.98000000000002
{},1712850695,201.98000000000002
{},1712850700,205.94
{},1712850705,205.94
{},1712850710,208.34000000000003
{},1712850715,208.34000000000003
{},1712850720,214.12
{},1712850725,214.12
{},1712850730,219.66000000000003
{},1712850735,219.66000000000003
{},1712850740,220.94000000000003
{},1712850745,220.94000000000003
{},1712850750,217.67999999999998
{},1712850755,217.67999999999998
{},1712850760,218.28
{},1712850765,218.28
{},1712850770,213.82
{},1712850775,213.82
{},1712850780,214.54000000000002
{},1712850785,214.54000000000002
{},1712850790,217.88
{},1712850795,217.88
{},1712850800,215.00000000000003
{},1712850805,214.99992800431974
{},1712850810,215.3199280043198
{},1712850815,215.32000000000002
{},1712850820,218.84
{},1712850825,218.84
{},1712850830,219.42
{},1712850835,219.42
{},1712850840,221.72
{},1712850845,221.72
{},1712850850,227.58000000000004
{},1712850855,227.5800720043203
{},1712850860,229.74007200432027
{},1712850865,229.74
{},1712850870,227.97999999999996
{},1712850875,227.97999999999996
