labels,timestamp,value
{destination_name=teastore_webui},1712485021,3874.999999999999
{destination_name=teastore_webui},1712485026,3874.999999999999
{destination_name=teastore_webui},1712485031,4812.499999999999
{destination_name=teastore_webui},1712485036,4812.499999999999
{destination_name=teastore_webui},1712485041,995.238095238095
{destination_name=teastore_webui},1712485046,995.238095238095
{destination_name=teastore_webui},1712485051,489.68750000000006
{destination_name=teastore_webui},1712485056,489.68750000000006
{destination_name=teastore_webui},1712485061,454.37500000000017
{destination_name=teastore_webui},1712485066,454.37500000000017
{destination_name=teastore_webui},1712485071,438.71951219512204
{destination_name=teastore_webui},1712485076,438.71951219512204
{destination_name=teastore_webui},1712485081,430.5232558139534
{destination_name=teastore_webui},1712485086,430.5232558139534
{destination_name=teastore_webui},1712485091,401.8939393939392
{destination_name=teastore_webui},1712485096,401.8939393939392
{destination_name=teastore_webui},1712485101,358.6538461538458
{destination_name=teastore_webui},1712485106,358.6538461538458
{destination_name=teastore_webui},1712485111,206.1301369863014
{destination_name=teastore_webui},1712485116,206.1301369863014
{destination_name=teastore_webui},1712485121,196.27049180327865
{destination_name=teastore_webui},1712485126,196.27049180327865
{destination_name=teastore_webui},1712485131,97.39743589743586
{destination_name=teastore_webui},1712485136,97.39743589743586
{destination_name=teastore_webui},1712485141,98.06179775280896
{destination_name=teastore_webui},1712485146,98.06179775280896
{destination_name=teastore_webui},1712485151,99.55729166666666
{destination_name=teastore_webui},1712485156,99.55729166666666
{destination_name=teastore_webui},1712485161,98.67486338797815
{destination_name=teastore_webui},1712485166,98.67486338797815
{destination_name=teastore_webui},1712485171,185.35211267605632
{destination_name=teastore_webui},1712485176,185.35211267605632
{destination_name=teastore_webui},1712485181,94.96031746031741
{destination_name=teastore_webui},1712485186,94.96031746031741
{destination_name=teastore_webui},1712485191,94.36249999999997
{destination_name=teastore_webui},1712485196,94.36249999999997
{destination_name=teastore_webui},1712485201,97.66949152542372
{destination_name=teastore_webui},1712485206,97.66949152542372
{destination_name=teastore_webui},1712485211,151.2999999999998
{destination_name=teastore_webui},1712485216,151.2999999999998
{destination_name=teastore_webui},1712485221,94.33080808080807
{destination_name=teastore_webui},1712485226,94.33080808080807
{destination_name=teastore_webui},1712485231,91.85323383084575
{destination_name=teastore_webui},1712485236,91.85323383084575
{destination_name=teastore_webui},1712485241,90.48611111111111
{destination_name=teastore_webui},1712485246,90.48611111111111
{destination_name=teastore_webui},1712485251,90.90375586854461
{destination_name=teastore_webui},1712485256,90.90375586854461
{destination_name=teastore_webui},1712485261,91.82692307692307
{destination_name=teastore_webui},1712485266,91.82692307692307
{destination_name=teastore_webui},1712485271,93.97727272727272
{destination_name=teastore_webui},1712485276,93.97727272727272
{destination_name=teastore_webui},1712485281,406.4999999999998
{destination_name=teastore_webui},1712485286,406.4999999999998
{destination_name=teastore_webui},1712485291,91.62679425837317
{destination_name=teastore_webui},1712485296,91.62679425837317
{destination_name=teastore_webui},1712485301,94.87684729064037
{destination_name=teastore_webui},1712485306,94.87684729064037
{destination_name=teastore_webui},1712485311,90.89201877934269
{destination_name=teastore_webui},1712485316,90.89201877934269
{destination_name=teastore_webui},1712485321,90.63679245283019
{destination_name=teastore_webui},1712485326,90.63679245283019
{destination_name=teastore_webui},1712485331,97.80769230769226
{destination_name=teastore_webui},1712485336,97.80769230769226
{destination_name=teastore_webui},1712485341,93.49999999999997
{destination_name=teastore_webui},1712485346,93.49999999999997
{destination_name=teastore_webui},1712485351,92.73696682464453
{destination_name=teastore_webui},1712485356,92.73696682464453
{destination_name=teastore_webui},1712485361,95.70478723404253
{destination_name=teastore_webui},1712485366,95.70478723404253
{destination_name=teastore_webui},1712485371,93.28282828282829
{destination_name=teastore_webui},1712485376,93.28282828282829
{destination_name=teastore_webui},1712485381,94.29123711340205
{destination_name=teastore_webui},1712485386,94.29123711340205
{destination_name=teastore_webui},1712485391,97.56976744186046
{destination_name=teastore_webui},1712485396,97.56976744186046
{destination_name=teastore_webui},1712485401,94.26829268292684
{destination_name=teastore_webui},1712485406,94.26829268292684
{destination_name=teastore_webui},1712485411,91.30896226415095
{destination_name=teastore_webui},1712485416,91.30896226415095
{destination_name=teastore_webui},1712485421,91.06382978723403
{destination_name=teastore_webui},1712485426,91.06382978723403
{destination_name=teastore_webui},1712485431,91.47935779816513
{destination_name=teastore_webui},1712485436,91.47935779816513
{destination_name=teastore_webui},1712485441,90.56053811659191
{destination_name=teastore_webui},1712485446,90.56053811659191
{destination_name=teastore_webui},1712485451,91.47058823529412
{destination_name=teastore_webui},1712485456,91.47058823529412
{destination_name=teastore_webui},1712485461,91.04761904761904
{destination_name=teastore_webui},1712485466,91.04761904761904
{destination_name=teastore_webui},1712485471,90.703125
{destination_name=teastore_webui},1712485476,90.703125
{destination_name=teastore_webui},1712485481,91.01528384279473
{destination_name=teastore_webui},1712485486,91.01528384279473
{destination_name=teastore_webui},1712485491,90.21276595744679
{destination_name=teastore_webui},1712485496,90.21276595744679
{destination_name=teastore_webui},1712485501,90.85106382978724
{destination_name=teastore_webui},1712485506,90.85106382978724
{destination_name=teastore_webui},1712485511,98.78989361702125
{destination_name=teastore_webui},1712485516,98.78989361702125
{destination_name=teastore_webui},1712485521,97.5810810810811
{destination_name=teastore_webui},1712485526,97.5810810810811
