labels,timestamp,value
{},1713155502,76.39932917611475
{},1713155507,29.67444470501451
{},1713155512,55.2707730342497
{},1713155517,23.963082476966694
{},1713155522,238.25166868931996
{},1713155527,534.9367459126488
{},1713155532,7422.555295631676
{},1713155537,7812.489675618808
{},1713155542,9602.89282648364
{},1713155547,9995.93807948972
{},1713155552,9987.024301763313
{},1713155557,11749.472581768616
{},1713155562,8093.967210660681
{},1713155567,8021.138089226156
{},1713155572,5348.639469440814
{},1713155577,5504.6055821465725
{},1713155582,2216.323848624922
{},1713155587,2037.468276970835
{},1713155592,1950.6476364520647
{},1713155597,1852.103561802561
{},1713155602,1713.455939237056
{},1713155607,1645.197289281971
{},1713155612,1495.9859124526367
{},1713155617,1489.0738060781468
{},1713155622,1637.1673003802284
{},1713155627,1637.1673003802284
{},1713155632,1698.8023952095816
{},1713155637,1698.8023952095816
{},1713155642,1613.7853470437024
{},1713155647,1613.8817480719804
{},1713155652,1640.813060179256
{},1713155657,1640.7170294494217
{},1713155662,1626.708278580811
{},1713155667,1626.708278580811
{},1713155672,1522.8857566765564
{},1713155677,1522.8857566765564
{},1713155682,1436.8275316455681
{},1713155687,1436.8275316455681
{},1713155692,1510.9655688622768
{},1713155697,1510.8532934131745
{},1713155702,1539.0556368960442
{},1713155707,1539.165446559297
{},1713155712,1575.9574468085113
{},1713155717,1575.9574468085113
{},1713155722,1530.5115273775227
{},1713155727,1530.5115273775227
{},1713155732,1524.353448275861
{},1713155737,1524.353448275861
{},1713155742,1488.0014858840998
{},1713155747,1488.0014858840998
{},1713155752,1447.8826151560181
{},1713155757,1447.8826151560181
{},1713155762,1349.8837209302283
{},1713155767,1349.8837209302283
{},1713155772,1384.0045592705144
{},1713155777,1384.0045592705144
{},1713155782,1538.440492476059
{},1713155787,1538.440492476059
{},1713155792,1652.2271016311151
{},1713155797,1652.2271016311151
{},1713155802,1720.0542822677921
{},1713155807,1720.0542822677921
{},1713155812,1840.9269662921354
{},1713155817,1840.9269662921354
{},1713155822,1862.4591057797154
{},1713155827,1862.4591057797154
{},1713155832,1810.273972602739
{},1713155837,1810.1883561643826
{},1713155842,1641.6940379817788
{},1713155847,1630.3458438287166
{},1713155852,942.7956247026359
{},1713155857,931.8812075292535
{},1713155862,653.1457404502926
{},1713155867,626.9224709814159
{},1713155872,336.5646774673521
{},1713155877,315.9692395869447
{},1713155882,182.356264683448
{},1713155887,172.90273454911443
{},1713155892,136.04156522293874
{},1713155897,126.15641768661159
{},1713155902,101.30148231284379
{},1713155907,98.69847884773958
{},1713155912,95.67951128733242
{},1713155917,93.61001517450671
{},1713155922,88.97672370222702
{},1713155927,85.58988764044946
{},1713155932,80.58090774543655
{},1713155937,80.58090774543655
{},1713155942,76.46856840993158
{},1713155947,76.46856840993158
{},1713155952,78.42809606481484
